,ST_ABBR,COUNTY,FIPS,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,geometry
653,IL,Cook,17031711500,0.8453,0.8847,0.9959,0.1634,99.4,0.4,0.0,0.0,"POLYGON ((-87.64361099999996 41.73607000000004, -87.63875199999995 41.73610000000008, -87.63753799999995 41.73610700000006, -87.63551499999994 41.73610000000008, -87.63405499999999 41.735944000000075, -87.63366899999994 41.72999400000003, -87.63363799999996 41.728882000000056, -87.63734399999998 41.72885100000008, -87.63855599999994 41.728833000000066, -87.63976999999994 41.72881600000005, -87.64159199999995 41.72879000000006, -87.64340999999996 41.72876900000006, -87.64344599999998 41.72989000000007, -87.64352099999996 41.73255100000006, -87.64361099999996 41.73607000000004))"
654,IL,Cook,17031720100,0.2496,0.1474,0.6007,0.0393,25.1,11.0,2.1,0.0,"POLYGON ((-87.68251399999997 41.73552500000005, -87.67604999999998 41.73561500000005, -87.67336899999998 41.73564700000003, -87.67308999999995 41.73565000000008, -87.66821599999997 41.730177000000026, -87.66743599999995 41.728451000000064, -87.66714899999994 41.72813000000008, -87.66440899999998 41.722973000000025, -87.66347699999994 41.721246000000065, -87.66741999999994 41.72118800000004, -87.66744499999999 41.72118800000004, -87.66833899999995 41.72118100000006, -87.66915099999994 41.721164000000044, -87.67235299999999 41.72112400000003, -87.67278799999997 41.72111200000006, -87.67479299999997 41.721070000000054, -87.67600899999996 41.72105600000003, -87.67722099999997 41.721051000000045, -87.67962799999998 41.72101500000008, -87.68206699999996 41.72094000000004, -87.68220599999995 41.72527800000006, -87.68229099999996 41.72823600000004, -87.68251399999997 41.73552500000005))"
655,IL,Cook,17031720200,0.2687,0.678,0.71,0.2068,47.6,4.9,0.5,0.0,"POLYGON ((-87.67361599999998 41.71015200000005, -87.67206199999998 41.71018800000007, -87.67215799999997 41.71380700000003, -87.67225499999995 41.71744300000006, -87.67235299999999 41.72112400000003, -87.66915099999994 41.721164000000044, -87.66833899999995 41.72118100000006, -87.66744499999999 41.72118800000004, -87.66741999999994 41.72118800000004, -87.66347699999994 41.721246000000065, -87.66302899999994 41.718387000000064, -87.65976399999994 41.714004000000045, -87.65614599999998 41.70678400000003, -87.65864099999999 41.70674800000006, -87.66208399999994 41.706701000000066, -87.66710499999994 41.706615000000056, -87.67069699999996 41.706563000000074, -87.67208099999993 41.70653800000008, -87.67350599999997 41.70803100000006, -87.67361599999998 41.71015200000005))"
656,IL,Cook,17031720300,0.096,0.1708,0.6216,0.0878,32.6,5.9,0.5,0.0,"POLYGON ((-87.68206699999996 41.72094000000004, -87.67962799999998 41.72101500000008, -87.67722099999997 41.721051000000045, -87.67600899999996 41.72105600000003, -87.67479299999997 41.721070000000054, -87.67278799999997 41.72111200000006, -87.67235299999999 41.72112400000003, -87.67225499999995 41.71744300000006, -87.67215799999997 41.71380700000003, -87.67206199999998 41.71018800000007, -87.67361599999998 41.71015200000005, -87.67350599999997 41.70803100000006, -87.67208099999993 41.70653800000008, -87.67303299999998 41.706521000000066, -87.67678799999999 41.70645300000007, -87.68161999999995 41.706376000000034, -87.68167699999998 41.708199000000036, -87.68184299999996 41.71367200000003, -87.68196199999994 41.71728400000006, -87.68206699999996 41.72094000000004))"
657,IL,Cook,17031720400,0.0462,0.058,0.1952,0.052,5.5,4.6,0.2,0.0,"POLYGON ((-87.69173199999994 41.71356600000007, -87.68680399999994 41.71361900000005, -87.68184299999996 41.71367200000003, -87.68167699999998 41.708199000000036, -87.68161999999995 41.706376000000034, -87.68657099999996 41.706368000000055, -87.69147499999997 41.706315000000075, -87.69153499999999 41.70721800000007, -87.69155599999993 41.708109000000036, -87.69164599999993 41.710837000000026, -87.69173199999994 41.71356600000007))"
658,IL,Cook,17031720500,0.0268,0.0497,0.2515,0.0477,1.8,11.2,0.5,0.0,"POLYGON ((-87.69645099999997 41.70715100000007, -87.69153499999999 41.70721800000007, -87.69147499999997 41.706315000000075, -87.68657099999996 41.706368000000055, -87.68161999999995 41.706376000000034, -87.68150299999996 41.70273300000008, -87.68144699999993 41.70090600000003, -87.68138799999997 41.69907900000004, -87.68633499999999 41.699040000000025, -87.68754199999995 41.69902600000006, -87.68807399999997 41.699020000000075, -87.69119999999998 41.69898600000005, -87.69615199999998 41.698960000000056, -87.69641399999995 41.70626100000004, -87.69645099999997 41.70715100000007))"
659,IL,Cook,17031720600,0.1134,0.097,0.554,0.1069,32.8,2.3,0.0,0.0,"POLYGON ((-87.68161999999995 41.706376000000034, -87.67678799999999 41.70645300000007, -87.67303299999998 41.706521000000066, -87.67297499999995 41.704687000000035, -87.67291499999999 41.702856000000054, -87.67279699999995 41.69918700000005, -87.67415599999998 41.69915800000007, -87.67435999999998 41.69915400000008, -87.68138799999997 41.69907900000004, -87.68144699999993 41.70090600000003, -87.68150299999996 41.70273300000008, -87.68161999999995 41.706376000000034))"
660,IL,Cook,17031720700,0.1089,0.0983,0.8218,0.2638,59.1,1.8,2.2,0.0,"POLYGON ((-87.67303299999998 41.706521000000066, -87.67208099999993 41.70653800000008, -87.67069699999996 41.706563000000074, -87.66710499999994 41.706615000000056, -87.66208399999994 41.706701000000066, -87.65864099999999 41.70674800000006, -87.65614599999998 41.70678400000003, -87.65601899999996 41.70678600000008, -87.65723599999995 41.70353600000004, -87.65874199999996 41.69944400000003, -87.66044499999998 41.699423000000024, -87.66216099999997 41.69939800000003, -87.66689099999996 41.699306000000036, -87.66975499999995 41.699249000000066, -87.67119899999994 41.69921800000003, -87.67279699999995 41.69918700000005, -87.67291499999999 41.702856000000054, -87.67297499999995 41.704687000000035, -87.67303299999998 41.706521000000066))"
661,IL,Cook,17031730100,0.8108,0.8771,0.9691,0.3088,96.5,0.5,0.0,0.0,"POLYGON ((-87.64340999999996 41.72876900000006, -87.64159199999995 41.72879000000006, -87.63976999999994 41.72881600000005, -87.63855599999994 41.728833000000066, -87.63734399999998 41.72885100000008, -87.63363799999996 41.728882000000056, -87.63354499999997 41.72574700000007, -87.63344599999994 41.721637000000044, -87.63715699999995 41.72157400000003, -87.63957299999998 41.72154400000005, -87.64321099999995 41.72150300000004, -87.64325299999996 41.72303400000004, -87.64325799999995 41.723284000000035, -87.64331199999998 41.72494300000005, -87.64331599999997 41.72511000000003, -87.64340999999996 41.72876900000006))"
662,IL,Cook,17031730201,0.9022,0.3646,0.9779,0.6586,92.8,4.8,0.5,0.0,"POLYGON ((-87.66296099999994 41.73218900000006, -87.66174699999993 41.73228300000005, -87.66052999999994 41.73229800000007, -87.65809899999994 41.73232900000005, -87.65688499999999 41.732350000000054, -87.65566799999993 41.73236600000007, -87.65323899999999 41.732386000000076, -87.65323399999994 41.73226000000005, -87.65323099999995 41.732181000000026, -87.65303899999998 41.73206800000003, -87.65261899999996 41.73206800000003, -87.65257399999996 41.730473000000075, -87.65318199999996 41.73046500000004, -87.65312799999998 41.72864400000003, -87.65308199999998 41.72681700000004, -87.65303599999999 41.72499000000005, -87.65294799999998 41.72137200000003, -87.65416099999999 41.721355000000074, -87.65538399999997 41.72134200000005, -87.65769999999998 41.72133000000008, -87.65781299999998 41.72132700000003, -87.65903199999997 41.72129800000005, -87.66268399999996 41.72126500000007, -87.66280599999999 41.72666700000008, -87.66290299999997 41.73029800000006, -87.66296099999994 41.73218900000006))"
663,IL,Cook,17031730202,0.6489,0.5811,0.9848,0.3179,98.3,0.2,0.3,0.0,"POLYGON ((-87.65323899999999 41.732386000000076, -87.65202599999998 41.732417000000055, -87.65081599999996 41.732435000000066, -87.64839699999999 41.73244800000003, -87.64705099999998 41.73252700000006, -87.64704899999998 41.73173300000008, -87.64795099999998 41.72870000000006, -87.64452599999998 41.73000100000007, -87.64340999999996 41.72876900000006, -87.64331599999997 41.72511000000003, -87.64331199999998 41.72494300000005, -87.64325799999995 41.723284000000035, -87.64325299999996 41.72303400000004, -87.64321099999995 41.72150300000004, -87.64747799999998 41.721445000000074, -87.64807499999995 41.72143200000005, -87.65061999999995 41.72141600000003, -87.65171599999996 41.72139600000003, -87.65294799999998 41.72137200000003, -87.65303599999999 41.72499000000005, -87.65308199999998 41.72681700000004, -87.65312799999998 41.72864400000003, -87.65318199999996 41.73046500000004, -87.65257399999996 41.730473000000075, -87.65261899999996 41.73206800000003, -87.65303899999998 41.73206800000003, -87.65323099999995 41.732181000000026, -87.65323399999994 41.73226000000005, -87.65323899999999 41.732386000000076))"
664,IL,Cook,17031730300,0.9048,0.8983,0.9959,0.4622,98.8,0.0,1.2,0.0,"POLYGON ((-87.66821599999997 41.730177000000026, -87.66660199999995 41.730222000000026, -87.66533099999998 41.730237000000045, -87.66538699999995 41.73208600000004, -87.66296099999994 41.73218900000006, -87.66290299999997 41.73029800000006, -87.66280599999999 41.72666700000008, -87.66268399999996 41.72126500000007, -87.66347699999994 41.721246000000065, -87.66440899999998 41.722973000000025, -87.66714899999994 41.72813000000008, -87.66743599999995 41.728451000000064, -87.66821599999997 41.730177000000026))"
665,IL,Cook,17031730400,0.5052,0.4273,0.9491,0.4149,90.9,2.4,0.0,0.2,"POLYGON ((-87.66347699999994 41.721246000000065, -87.66268399999996 41.72126500000007, -87.65903199999997 41.72129800000005, -87.65781299999998 41.72132700000003, -87.65769999999998 41.72133000000008, -87.65538399999997 41.72134200000005, -87.65416099999999 41.721355000000074, -87.65294799999998 41.72137200000003, -87.65171599999996 41.72139600000003, -87.65061999999995 41.72141600000003, -87.64807499999995 41.72143200000005, -87.64747799999998 41.721445000000074, -87.64321099999995 41.72150300000004, -87.64311499999997 41.71782700000006, -87.64310799999998 41.71762000000007, -87.64303999999998 41.71511300000003, -87.64300299999996 41.71421400000003, -87.64544899999999 41.71417700000006, -87.64788299999998 41.71414500000003, -87.64806799999997 41.71414100000004, -87.64889299999999 41.71403400000003, -87.65096799999998 41.71393900000004, -87.65234099999998 41.71409100000005, -87.65288699999996 41.71409300000005, -87.65331999999995 41.71408400000007, -87.65749599999998 41.71403200000003, -87.65976399999994 41.714004000000045, -87.66302899999994 41.718387000000064, -87.66347699999994 41.721246000000065))"
666,IL,Cook,17031730500,0.8019,0.5465,0.9933,0.1528,97.7,0.0,0.0,0.0,"POLYGON ((-87.64321099999995 41.72150300000004, -87.63957299999998 41.72154400000005, -87.63715699999995 41.72157400000003, -87.63344599999994 41.721637000000044, -87.63332499999996 41.717955000000075, -87.63332899999995 41.71492400000005, -87.63331999999997 41.71464400000008, -87.63330699999995 41.71427700000004, -87.63312899999994 41.71069600000004, -87.63305399999996 41.70888000000008, -87.63303499999995 41.70704400000005, -87.63676299999997 41.70699500000006, -87.63797699999998 41.706980000000044, -87.63919099999998 41.706965000000025, -87.64283399999994 41.70691700000003, -87.64292899999998 41.71055800000005, -87.64297199999999 41.71237300000007, -87.64300299999996 41.71421400000003, -87.64303999999998 41.71511300000003, -87.64310799999998 41.71762000000007, -87.64311499999997 41.71782700000006, -87.64321099999995 41.72150300000004))"
667,IL,Cook,17031730600,0.6855,0.6926,0.9848,0.1543,97.8,0.3,0.0,0.3,"POLYGON ((-87.65749599999998 41.71403200000003, -87.65331999999995 41.71408400000007, -87.65288699999996 41.71409300000005, -87.65234099999998 41.71409100000005, -87.65096799999998 41.71393900000004, -87.64889299999999 41.71403400000003, -87.64806799999997 41.71414100000004, -87.64788299999998 41.71414500000003, -87.64544899999999 41.71417700000006, -87.64300299999996 41.71421400000003, -87.64297199999999 41.71237300000007, -87.64292899999998 41.71055800000005, -87.64283399999994 41.70691700000003, -87.64647999999994 41.70688300000006, -87.64769399999994 41.70687300000003, -87.65565699999996 41.70679400000006, -87.65601899999996 41.70678600000008, -87.65614599999998 41.70678400000003, -87.65976399999994 41.714004000000045, -87.65749599999998 41.71403200000003))"
668,IL,Cook,17031730700,0.864,0.7292,0.9848,0.1349,95.4,0.7,0.0,0.0,"POLYGON ((-87.65723599999995 41.70353600000004, -87.65601899999996 41.70678600000008, -87.65565699999996 41.70679400000006, -87.64769399999994 41.70687300000003, -87.64647999999994 41.70688300000006, -87.64283399999994 41.70691700000003, -87.64281899999997 41.706450000000075, -87.64272099999994 41.70328000000006, -87.64260799999994 41.69964100000004, -87.64382399999994 41.69963300000006, -87.64625499999994 41.699605000000076, -87.64748099999997 41.69959300000005, -87.65260599999993 41.69953000000004, -87.65428099999997 41.69951000000003, -87.65874199999996 41.69944400000003, -87.65723599999995 41.70353600000004))"
669,IL,Cook,17031740100,0.3571,0.7937,0.2972,0.4123,0.0,14.3,1.4,0.0,"POLYGON ((-87.70137099999994 41.70708500000006, -87.69645099999997 41.70715100000007, -87.69641399999995 41.70626100000004, -87.69615199999998 41.698960000000056, -87.69610299999994 41.69715800000006, -87.69595299999997 41.69253700000007, -87.69589499999995 41.691625000000045, -87.69571699999995 41.68803200000008, -87.69947299999995 41.687933000000044, -87.70062399999995 41.68613400000004, -87.70064099999996 41.68659500000007, -87.70072199999998 41.688799000000074, -87.70082799999994 41.691568000000075, -87.70095099999998 41.695219000000066, -87.70108299999998 41.698871000000054, -87.70114799999999 41.70066200000008, -87.70121699999999 41.70252500000004, -87.70132499999994 41.70618600000006, -87.70137099999994 41.70708500000006))"
670,IL,Cook,17031740200,0.1309,0.2,0.3508,0.6089,1.6,9.0,1.6,0.0,"POLYGON ((-87.72112499999997 41.71317000000005, -87.71990699999998 41.71318800000006, -87.71501099999995 41.71326000000005, -87.71257799999995 41.71329600000007, -87.71129899999994 41.71149100000008, -87.71112299999999 41.706079000000045, -87.70746099999997 41.706106000000034, -87.70503799999994 41.70614100000006, -87.70132499999994 41.70618600000006, -87.70121699999999 41.70252500000004, -87.70114799999999 41.70066200000008, -87.70108299999998 41.698871000000054, -87.70723499999997 41.69877500000007, -87.70842999999996 41.698758000000055, -87.70961199999994 41.698739000000046, -87.71085099999999 41.698721000000035, -87.71329399999996 41.698683000000074, -87.71572899999995 41.69864700000005, -87.71817199999998 41.69860900000003, -87.72063899999995 41.69856600000003, -87.72068999999999 41.70039600000007, -87.72075899999999 41.702225000000055, -87.72082799999998 41.70404300000007, -87.72091499999999 41.70587800000004, -87.72103599999997 41.70952300000005, -87.72112499999997 41.71317000000005))"
671,IL,Cook,17031740300,0.0818,0.0779,0.2386,0.3643,1.3,10.8,0.0,0.0,"POLYGON ((-87.72063899999995 41.69856600000003, -87.71817199999998 41.69860900000003, -87.71572899999995 41.69864700000005, -87.71329399999996 41.698683000000074, -87.71085099999999 41.698721000000035, -87.70961199999994 41.698739000000046, -87.70842999999996 41.698758000000055, -87.70723499999997 41.69877500000007, -87.70108299999998 41.698871000000054, -87.70095099999998 41.695219000000066, -87.70082799999994 41.691568000000075, -87.70694199999997 41.69147000000004, -87.70815599999997 41.69144300000005, -87.70936799999998 41.691433000000075, -87.71057899999994 41.69141500000006, -87.71308999999997 41.69137500000005, -87.72031699999997 41.69127100000003, -87.72041699999994 41.69305300000008, -87.72051999999996 41.69485400000008, -87.72051899999997 41.69595000000004, -87.72063899999995 41.69856600000003))"
672,IL,Cook,17031740400,0.1218,0.1023,0.4399,0.5242,10.0,9.8,3.6,0.0,"POLYGON ((-87.73972999999995 41.69089100000008, -87.73731799999996 41.690982000000076, -87.73246699999999 41.69110000000006, -87.73007299999995 41.69114100000007, -87.72648099999998 41.69121700000005, -87.72475199999997 41.69124900000003, -87.72031699999997 41.69127100000003, -87.71308999999997 41.69137500000005, -87.71057899999994 41.69141500000006, -87.70936799999998 41.691433000000075, -87.70815599999997 41.69144300000005, -87.70694199999997 41.69147000000004, -87.70082799999994 41.691568000000075, -87.70072199999998 41.688799000000074, -87.70064099999996 41.68659500000007, -87.70062399999995 41.68613400000004, -87.70055299999996 41.684263000000044, -87.70541699999995 41.684187000000065, -87.70528499999995 41.68057900000008, -87.71012999999994 41.68047900000005, -87.71135999999996 41.68043800000004, -87.71151599999996 41.684093000000075, -87.71515399999998 41.684042000000034, -87.71760099999995 41.684003000000075, -87.71891099999993 41.68398300000007, -87.72006499999998 41.68396700000005, -87.72830799999997 41.683827000000065, -87.72974699999997 41.683804000000066, -87.73736399999996 41.68366800000007, -87.73944899999998 41.683632000000046, -87.73972599999996 41.690833000000055, -87.73972999999995 41.69089100000008))"
673,IL,Cook,17031750100,0.7255,0.1021,0.9249,0.367,90.1,1.7,0.5,0.0,"POLYGON ((-87.66197999999997 41.696679000000074, -87.66044499999998 41.699423000000024, -87.65874199999996 41.69944400000003, -87.65428099999997 41.69951000000003, -87.65260599999993 41.69953000000004, -87.64748099999997 41.69959300000005, -87.64625499999994 41.699605000000076, -87.64382399999994 41.69963300000006, -87.64260799999994 41.69964100000004, -87.64243699999997 41.694177000000025, -87.64237799999995 41.692356000000075, -87.64481499999994 41.692327000000034, -87.64724299999995 41.69229800000005, -87.64888899999994 41.69227600000005, -87.64967599999994 41.69226800000007, -87.65453899999994 41.69221200000004, -87.65697499999999 41.69218200000006, -87.66054499999996 41.69213600000006, -87.66184399999997 41.69211700000005, -87.66180299999996 41.694304000000045, -87.66197999999997 41.696679000000074))"
674,IL,Cook,17031750200,0.2935,0.14,0.8076,0.3802,62.7,8.3,0.0,0.0,"POLYGON ((-87.68138799999997 41.69907900000004, -87.67435999999998 41.69915400000008, -87.67415599999998 41.69915800000007, -87.67279699999995 41.69918700000005, -87.67119899999994 41.69921800000003, -87.66975499999995 41.699249000000066, -87.66689099999996 41.699306000000036, -87.66216099999997 41.69939800000003, -87.66044499999998 41.699423000000024, -87.66197999999997 41.696679000000074, -87.66180299999996 41.694304000000045, -87.66184399999997 41.69211700000005, -87.66331099999996 41.69215600000007, -87.66394299999996 41.69124500000004, -87.66889299999997 41.69320700000003, -87.67049299999996 41.69192300000003, -87.67189499999995 41.691932000000065, -87.67402399999997 41.69189200000005, -87.68115499999999 41.691779000000054, -87.68127099999998 41.695422000000065, -87.68130999999994 41.696601000000044, -87.68138799999997 41.69907900000004))"
675,IL,Cook,17031750300,0.0304,0.414,0.2024,0.1159,4.2,2.9,1.0,0.0,"POLYGON ((-87.69119999999998 41.69898600000005, -87.68807399999997 41.699020000000075, -87.68754199999995 41.69902600000006, -87.68633499999999 41.699040000000025, -87.68138799999997 41.69907900000004, -87.68130999999994 41.696601000000044, -87.68127099999998 41.695422000000065, -87.68115499999999 41.691779000000054, -87.68609799999996 41.69174300000003, -87.68730099999999 41.69172700000007, -87.69094299999995 41.691688000000056, -87.69096699999994 41.69228400000003, -87.69107699999995 41.695340000000044, -87.69119999999998 41.69898600000005))"
676,IL,Cook,17031750400,0.1273,0.0367,0.589,0.0468,27.9,6.9,1.2,0.7,"POLYGON ((-87.69094299999995 41.691688000000056, -87.68730099999999 41.69172700000007, -87.68609799999996 41.69174300000003, -87.68115499999999 41.691779000000054, -87.68100899999996 41.687095000000056, -87.68092799999994 41.68450400000006, -87.68069599999995 41.677257000000054, -87.68168099999997 41.67730000000006, -87.68437699999998 41.67723700000005, -87.68560199999996 41.67721400000005, -87.68636299999997 41.67720500000007, -87.68575999999996 41.678619000000026, -87.68586399999998 41.68447500000008, -87.69082299999997 41.684402000000034, -87.69087399999995 41.68814500000008, -87.69089399999996 41.689996000000065, -87.69094299999995 41.691688000000056))"
677,IL,Cook,17031750500,0.7865,0.9265,0.8445,0.7298,68.7,4.3,0.2,0.0,"POLYGON ((-87.68115499999999 41.691779000000054, -87.67402399999997 41.69189200000005, -87.67189499999995 41.691932000000065, -87.67049299999996 41.69192300000003, -87.66889299999997 41.69320700000003, -87.66394299999996 41.69124500000004, -87.66331099999996 41.69215600000007, -87.66184399999997 41.69211700000005, -87.66337099999998 41.68966500000005, -87.66159999999996 41.68928000000005, -87.66078599999997 41.68929300000008, -87.66119999999995 41.68747100000007, -87.66160899999994 41.68498500000004, -87.66159899999997 41.68482000000006, -87.66136499999999 41.67754400000007, -87.66213599999998 41.67752800000005, -87.66656999999998 41.67744200000004, -87.66714799999994 41.675834000000066, -87.66854899999998 41.676127000000065, -87.66784999999999 41.67741900000004, -87.67104899999998 41.67736000000008, -87.67187799999994 41.67734200000007, -87.67322899999994 41.67732200000006, -87.67516199999994 41.67728800000003, -87.67689299999995 41.677257000000054, -87.68069599999995 41.677257000000054, -87.68092799999994 41.68450400000006, -87.68100899999996 41.687095000000056, -87.68115499999999 41.691779000000054))"
678,IL,Cook,17031750600,0.7479,0.7487,0.9734,0.724,89.0,3.6,0.0,0.0,"POLYGON ((-87.66184399999997 41.69211700000005, -87.66054499999996 41.69213600000006, -87.65697499999999 41.69218200000006, -87.65453899999994 41.69221200000004, -87.64967599999994 41.69226800000007, -87.64888899999994 41.69227600000005, -87.64724299999995 41.69229800000005, -87.64481499999994 41.692327000000034, -87.64237799999995 41.692356000000075, -87.64226599999995 41.688720000000046, -87.64215199999995 41.68508200000008, -87.64524499999999 41.68504100000007, -87.64701599999995 41.68501700000007, -87.64944599999995 41.68498600000004, -87.65187499999996 41.68495200000007, -87.65309299999996 41.68493500000005, -87.65674199999995 41.68488600000006, -87.65795699999995 41.684870000000046, -87.66159899999997 41.68482000000006, -87.66160899999994 41.68498500000004, -87.66119999999995 41.68747100000007, -87.66078599999997 41.68929300000008, -87.66159999999996 41.68928000000005, -87.66337099999998 41.68966500000005, -87.66184399999997 41.69211700000005))"
679,IL,Cook,17031760801,0.5974,0.2897,0.7013,0.6011,5.7,9.5,35.2,0.0,"POLYGON ((-87.85672699999998 41.984781000000055, -87.85602799999998 41.98679200000004, -87.85567499999996 41.98751600000003, -87.85551399999997 41.987964000000034, -87.85550599999993 41.988128000000074, -87.85561699999994 41.98840000000007, -87.85572999999994 41.98882000000003, -87.85585099999997 41.98905700000006, -87.85460699999999 41.98871800000006, -87.84652899999998 41.98785300000003, -87.84194599999995 41.987167000000056, -87.83661799999999 41.986365000000035, -87.83657299999999 41.980432000000064, -87.83657899999997 41.97976100000005, -87.83658399999996 41.97954400000003, -87.83660799999996 41.97747100000004, -87.84153499999996 41.97744000000006, -87.84647699999994 41.977351000000056, -87.84642699999995 41.98007800000005, -87.84644699999996 41.98376100000007, -87.85636899999997 41.98362800000007, -87.85672699999998 41.984781000000055))"
680,IL,Cook,17031760802,0.5723,0.6232,0.2154,0.5071,0.0,10.8,0.7,0.0,"POLYGON ((-87.86193199999997 41.97516100000007, -87.85583299999996 41.98119400000007, -87.85636899999997 41.98362800000007, -87.84644699999996 41.98376100000007, -87.84642699999995 41.98007800000005, -87.85082699999998 41.98022300000008, -87.85170799999997 41.97960100000006, -87.85147899999998 41.97658500000006, -87.84993699999995 41.97369800000007, -87.84649299999995 41.97370600000005, -87.84653299999997 41.97227000000004, -87.84653899999995 41.97193000000004, -87.84656299999995 41.969138000000044, -87.84655999999995 41.96640700000006, -87.84279999999995 41.96648400000004, -87.83668499999999 41.966597000000036, -87.83669499999996 41.961599000000035, -87.83669899999995 41.96100500000006, -87.83669899999995 41.95936000000006, -87.83674799999994 41.95205500000003, -87.83673499999998 41.95021800000006, -87.83662199999998 41.948398000000054, -87.83643299999994 41.94476100000003, -87.83517799999998 41.94479300000006, -87.83511099999998 41.94459500000005, -87.83502299999998 41.94288500000005, -87.83492599999994 41.94073100000003, -87.83480999999995 41.937576000000035, -87.83605999999997 41.93755900000008, -87.84490499999998 41.937384000000065, -87.84958799999998 41.93728600000003, -87.85149899999999 41.938810000000046, -87.85301799999996 41.943070000000034, -87.85375799999997 41.94508500000006, -87.85420499999998 41.94598800000006, -87.85524899999996 41.94821300000007, -87.85411699999997 41.951328000000046, -87.84776499999998 41.95167600000008, -87.84765399999998 41.95268600000003, -87.84739199999996 41.95575800000006, -87.85795399999995 41.95533800000004, -87.85826499999996 41.95827000000003, -87.85744699999998 41.959583000000066, -87.85580799999997 41.96242500000005, -87.85484099999996 41.96613800000006, -87.85511699999995 41.968102000000044, -87.85414999999995 41.971434000000045, -87.85877999999997 41.97146200000003, -87.86185399999994 41.97335900000007, -87.86199599999998 41.973862000000054, -87.86193199999997 41.97516100000007))"
681,IL,Cook,17031760803,0.6722,0.3531,0.4016,0.5789,10.2,6.1,5.3,0.0,"POLYGON ((-87.85170799999997 41.97960100000006, -87.85082699999998 41.98022300000008, -87.84642699999995 41.98007800000005, -87.84647699999994 41.977351000000056, -87.84153499999996 41.97744000000006, -87.83660799999996 41.97747100000004, -87.83661699999999 41.97646100000003, -87.83662399999997 41.97576600000008, -87.83662699999996 41.97522200000003, -87.83662899999996 41.97479000000004, -87.84155399999997 41.974695000000054, -87.84154999999998 41.97378800000007, -87.83796499999994 41.97384200000005, -87.83665199999996 41.97132800000003, -87.83665799999994 41.97023200000007, -87.84159099999994 41.970143000000064, -87.84156199999995 41.971917000000076, -87.84403599999996 41.972241000000054, -87.84653299999997 41.97227000000004, -87.84649299999995 41.97370600000005, -87.84993699999995 41.97369800000007, -87.85147899999998 41.97658500000006, -87.85170799999997 41.97960100000006))"
682,IL,Cook,17031770201,0.2735,0.6638,0.476,0.4948,2.3,10.1,14.5,0.0,"POLYGON ((-88.03140599999995 41.996095000000025, -88.03135999999995 42.00333200000006, -88.02885199999997 42.003408000000036, -88.02696999999995 42.00339900000006, -88.02655899999996 42.00340700000004, -88.01839599999994 42.00345800000008, -88.00919799999997 42.00350600000007, -88.00387899999998 42.00363200000004, -88.00370299999997 42.003626000000054, -88.00361499999997 42.00184400000006, -88.00315799999998 41.99262100000004, -88.00587999999999 41.992585000000076, -88.01237699999996 41.99250500000005, -88.01648999999998 41.99246400000004, -88.02346599999998 41.99248800000004, -88.02377799999994 41.992489000000035, -88.03130999999996 41.992526000000055, -88.03144899999995 41.99252700000005, -88.03140599999995 41.996095000000025))"
