,ST_ABBR,COUNTY,FIPS,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,geometry
39,IL,Cook,17031030706,0.6735,0.6163,0.6337,0.6878,20.0,4.2,18.6,0.0,"POLYGON ((-87.65726599999994 41.981843000000026, -87.65656599999994 41.98185600000005, -87.65586399999995 41.98186700000008, -87.65591499999994 41.983692000000076, -87.65519199999994 41.983802000000026, -87.65445999999997 41.98384200000004, -87.65214163099995 41.98423382300007, -87.65201286499996 41.983904462000055, -87.65034406299998 41.97963593700007, -87.65029422699996 41.97950846300006, -87.64990699999998 41.978518000000065, -87.64901955299996 41.977042323000035, -87.65124099999997 41.976462000000026, -87.65154499999994 41.97645400000005, -87.65215199999994 41.976440000000025, -87.65428399999996 41.97640700000005, -87.65499299999999 41.97639600000008, -87.65571299999993 41.97638500000005, -87.65576399999998 41.978211000000044, -87.65503199999995 41.97822300000007, -87.65503299999995 41.97856400000006, -87.65507199999996 41.97959300000008, -87.65507899999994 41.979801000000066, -87.65406199999995 41.97982500000006, -87.65394199999997 41.98075000000006, -87.65436799999998 41.98188900000008, -87.65513999999996 41.98187900000005, -87.65512499999994 41.981367000000034, -87.65510599999999 41.980725000000064, -87.65508799999998 41.98005100000006, -87.65581599999996 41.98003900000003, -87.65721699999995 41.98001500000004, -87.65726599999994 41.981843000000026))"
40,IL,Cook,17031030800,0.2878,0.1411,0.5019,0.6463,4.6,15.1,9.6,0.0,"POLYGON ((-87.66875699999997 41.983490000000074, -87.66495599999996 41.98354800000004, -87.66355099999998 41.98357000000004, -87.66006899999996 41.983622000000025, -87.66001799999998 41.981798000000026, -87.65996799999994 41.979971000000035, -87.65991799999995 41.97814400000004, -87.65986599999997 41.976323000000036, -87.66234599999996 41.97628600000007, -87.66475199999996 41.976248000000055, -87.66841699999998 41.97619100000003, -87.66834999999998 41.978019000000074, -87.66830999999996 41.978931000000046, -87.66827899999998 41.97984400000007, -87.66842899999995 41.981670000000065, -87.66856399999995 41.982552000000055, -87.66875699999997 41.983490000000074))"
41,IL,Cook,17031030900,0.3987,0.056,0.4984,0.56,6.2,10.6,9.8,0.0,"POLYGON ((-87.67460899999998 41.98335700000007, -87.67044099999998 41.98346500000008, -87.66875699999997 41.983490000000074, -87.66856399999995 41.982552000000055, -87.66842899999995 41.981670000000065, -87.66827899999998 41.97984400000007, -87.66830999999996 41.978931000000046, -87.66834999999998 41.978019000000074, -87.66841699999998 41.97619100000003, -87.66961399999997 41.976172000000076, -87.67440799999997 41.97610300000008, -87.67443299999996 41.97792300000003, -87.67439399999995 41.97883800000005, -87.67446299999995 41.97974800000003, -87.67453299999994 41.980661000000055, -87.67455999999999 41.981573000000026, -87.67460899999998 41.98335700000007))"
42,IL,Cook,17031031000,0.4872,0.0287,0.5644,0.7445,1.5,26.5,5.6,0.0,"POLYGON ((-87.67440799999997 41.97610300000008, -87.66961399999997 41.976172000000076, -87.66841699999998 41.97619100000003, -87.66831699999994 41.97527800000006, -87.66820799999994 41.97436600000003, -87.66807899999998 41.973378000000025, -87.66783499999997 41.97187500000007, -87.66749699999997 41.968900000000076, -87.66943899999995 41.96887700000008, -87.67101899999994 41.968863000000056, -87.67259699999994 41.96884200000005, -87.67338899999999 41.96883100000008, -87.67417399999994 41.968822000000046, -87.67431299999998 41.97336800000005, -87.67435699999999 41.97427900000008, -87.67440799999997 41.97610300000008))"
43,IL,Cook,17031031100,0.4104,0.0789,0.4553,0.8042,4.4,9.0,8.7,0.0,"POLYGON ((-87.66841699999998 41.97619100000003, -87.66475199999996 41.976248000000055, -87.66234599999996 41.97628600000007, -87.65986599999997 41.976323000000036, -87.65983799999998 41.975208000000066, -87.65982199999996 41.974619000000075, -87.65978399999995 41.97324500000008, -87.65976799999999 41.972676000000035, -87.65973599999995 41.97145800000004, -87.65966999999995 41.969025000000045, -87.66105199999998 41.96901900000006, -87.66128499999996 41.96900100000005, -87.66443199999998 41.968953000000056, -87.66619899999995 41.968923000000075, -87.66749699999997 41.968900000000076, -87.66783499999997 41.97187500000007, -87.66807899999998 41.973378000000025, -87.66820799999994 41.97436600000003, -87.66831699999994 41.97527800000006, -87.66841699999998 41.97619100000003))"
44,IL,Cook,17031031200,0.8217,0.3937,0.7998,0.9985,31.8,21.8,14.2,0.1,"POLYGON ((-87.65986599999997 41.976323000000036, -87.65878499999997 41.976338000000055, -87.65641599999998 41.97637400000008, -87.65571299999993 41.97638500000005, -87.65499299999999 41.97639600000008, -87.65498099999996 41.97528100000005, -87.65492799999998 41.973313000000076, -87.65488399999998 41.971580000000074, -87.65484399999997 41.97003100000006, -87.65482199999997 41.96909000000005, -87.65550199999996 41.969081000000074, -87.65621999999996 41.96907100000004, -87.65762499999994 41.96905200000003, -87.65966999999995 41.969025000000045, -87.65973599999995 41.97145800000004, -87.65976799999999 41.972676000000035, -87.65978399999995 41.97324500000008, -87.65982199999996 41.974619000000075, -87.65983799999998 41.975208000000066, -87.65986599999997 41.976323000000036))"
45,IL,Cook,17031031300,0.6588,0.5531,0.6908,0.9571,16.2,10.7,22.1,0.2,"POLYGON ((-87.65499299999999 41.97639600000008, -87.65428399999996 41.97640700000005, -87.65215199999994 41.976440000000025, -87.65154499999994 41.97645400000005, -87.65124099999997 41.976462000000026, -87.64901955299996 41.977042323000035, -87.64564499999994 41.97143100000005, -87.64508294299998 41.97097510900005, -87.64398291999998 41.97008286500005, -87.64815599999997 41.96935700000006, -87.64963599999999 41.969175000000064, -87.65011799999996 41.969156000000055, -87.65301599999998 41.96911300000005, -87.65482199999997 41.96909000000005, -87.65484399999997 41.97003100000006, -87.65488399999998 41.971580000000074, -87.65492799999998 41.973313000000076, -87.65498099999996 41.97528100000005, -87.65499299999999 41.97639600000008))"
46,IL,Cook,17031031400,0.2827,0.0432,0.5007,0.8532,5.6,10.3,12.3,0.0,"POLYGON ((-87.65011799999996 41.969156000000055, -87.64963599999999 41.969175000000064, -87.64815599999997 41.96935700000006, -87.64398291999998 41.97008286500005, -87.64365178199995 41.96981427500003, -87.63920199999995 41.96620500000006, -87.63241999999997 41.96529000000004, -87.63147999999995 41.963478000000066, -87.63593199999997 41.96141200000005, -87.63595435199994 41.96142249500008, -87.63773799999996 41.96226000000007, -87.64144599999997 41.96169400000008, -87.64083219499997 41.95489446100004, -87.64082984199996 41.954868402000045, -87.64418599999999 41.95465900000005, -87.64525599999996 41.95463700000005, -87.64664799999997 41.95461400000005, -87.64793599999996 41.95459200000005, -87.64870999999994 41.95457900000008, -87.64889599999998 41.95457600000003, -87.64969999999994 41.95456100000007, -87.64971499999996 41.95503700000006, -87.64973199999997 41.95565300000004, -87.64974699999999 41.95611700000006, -87.64978299999996 41.957373000000075, -87.64979699999998 41.95784100000003, -87.64981599999999 41.958488000000045, -87.64983999999998 41.95930000000004, -87.64987099999996 41.96036900000007, -87.64988699999998 41.96095100000008, -87.64991199999997 41.961843000000044, -87.64993799999996 41.962747000000036, -87.64996599999995 41.96366800000004, -87.64998799999995 41.96451300000007, -87.65001899999999 41.96548800000005, -87.65004299999998 41.966446000000076, -87.65006799999998 41.96735000000007, -87.65009399999997 41.968251000000066, -87.65011799999996 41.969156000000055))"
47,IL,Cook,17031031501,0.9032,0.849,0.7847,0.9758,32.1,16.5,17.3,0.0,"POLYGON ((-87.65482199999997 41.96909000000005, -87.65301599999998 41.96911300000005, -87.65011799999996 41.969156000000055, -87.65009399999997 41.968251000000066, -87.65006799999998 41.96735000000007, -87.65004299999998 41.966446000000076, -87.65001899999999 41.96548800000005, -87.65239899999995 41.96546600000005, -87.65374199999997 41.96544400000005, -87.65478699999994 41.965430000000026, -87.65479199999999 41.96637400000003, -87.65479799999997 41.96727200000004, -87.65480999999994 41.968184000000065, -87.65482199999997 41.96909000000005))"
48,IL,Cook,17031031502,0.8607,0.5268,0.7709,0.9199,36.1,22.7,3.2,0.0,"POLYGON ((-87.65478699999994 41.965430000000026, -87.65374199999997 41.96544400000005, -87.65239899999995 41.96546600000005, -87.65001899999999 41.96548800000005, -87.64998799999995 41.96451300000007, -87.64996599999995 41.96366800000004, -87.64993799999996 41.962747000000036, -87.64991199999997 41.961843000000044, -87.65232699999996 41.96180900000007, -87.65474799999998 41.961779000000035, -87.65475799999996 41.962684000000024, -87.65476899999999 41.963607000000025, -87.65477699999997 41.964446000000066, -87.65478699999994 41.965430000000026))"
49,IL,Cook,17031031700,0.4068,0.0265,0.5312,0.8347,17.5,7.9,3.3,3.3,"POLYGON ((-87.66749699999997 41.968900000000076, -87.66619899999995 41.968923000000075, -87.66443199999998 41.968953000000056, -87.66128499999996 41.96900100000005, -87.66105199999998 41.96901900000006, -87.65966999999995 41.969025000000045, -87.65964999999994 41.96719800000005, -87.65962699999994 41.96536700000007, -87.65964399999996 41.96352200000007, -87.65958499999994 41.96171600000008, -87.66097199999996 41.96169900000007, -87.66302399999995 41.96167200000008, -87.66493499999996 41.96164700000003, -87.66595399999994 41.96163500000006, -87.66634799999997 41.96345000000008, -87.66673399999996 41.96527100000003, -87.66711899999996 41.96707800000007, -87.66749699999997 41.968900000000076))"
50,IL,Cook,17031031800,0.2592,0.0264,0.5752,0.8705,4.0,13.7,13.8,0.0,"POLYGON ((-87.67417399999994 41.968822000000046, -87.67338899999999 41.96883100000008, -87.67259699999994 41.96884200000005, -87.67101899999994 41.968863000000056, -87.66943899999995 41.96887700000008, -87.66749699999997 41.968900000000076, -87.66711899999996 41.96707800000007, -87.66673399999996 41.96527100000003, -87.66934699999996 41.965234000000066, -87.67092599999995 41.96521300000006, -87.67329399999994 41.96518100000003, -87.67407799999995 41.96516900000006, -87.67417399999994 41.968822000000046))"
51,IL,Cook,17031031900,0.3614,0.0429,0.4553,0.7544,10.6,7.6,6.1,0.0,"POLYGON ((-87.67407799999995 41.96516900000006, -87.67329399999994 41.96518100000003, -87.67092599999995 41.96521300000006, -87.66934699999996 41.965234000000066, -87.66673399999996 41.96527100000003, -87.66634799999997 41.96345000000008, -87.66595399999994 41.96163500000006, -87.66772599999996 41.96161200000006, -87.66925799999996 41.96159200000005, -87.67083799999995 41.96157000000005, -87.67397699999998 41.96152500000005, -87.67402599999997 41.96334900000005, -87.67407799999995 41.96516900000006))"
52,IL,Cook,17031032100,0.6324,0.2027,0.5491,0.9949,8.7,20.2,4.1,0.0,"POLYGON ((-87.65634299999994 41.96175600000004, -87.65514399999995 41.96177300000005, -87.65474799999998 41.961779000000035, -87.65232699999996 41.96180900000007, -87.64991199999997 41.961843000000044, -87.64988699999998 41.96095100000008, -87.64987099999996 41.96036900000007, -87.64983999999998 41.95930000000004, -87.64981599999999 41.958488000000045, -87.64979699999998 41.95784100000003, -87.64978299999996 41.957373000000075, -87.64974699999999 41.95611700000006, -87.64973199999997 41.95565300000004, -87.64971499999996 41.95503700000006, -87.64969999999994 41.95456100000007, -87.65053099999994 41.954548000000045, -87.65212299999996 41.954522000000054, -87.65454499999998 41.954488000000026, -87.65613599999995 41.954462000000035, -87.65622699999994 41.95789000000008, -87.65597499999996 41.958424000000036, -87.65624599999995 41.95862000000005, -87.65634299999994 41.96175600000004))"
53,IL,Cook,17031040100,0.2563,0.054,0.5252,0.817,4.4,23.0,2.9,0.4,"POLYGON ((-87.68967299999997 41.990500000000054, -87.68720599999995 41.99054200000006, -87.68352399999998 41.99060900000006, -87.67982799999999 41.99067500000007, -87.67842199999996 41.99069700000007, -87.67504399999996 41.99075800000003, -87.67470499999996 41.99076300000007, -87.67465299999998 41.98668200000003, -87.67469099999994 41.98660400000006, -87.67463299999997 41.98421700000006, -87.67460899999998 41.98335700000007, -87.67455999999999 41.981573000000026, -87.67453299999994 41.980661000000055, -87.67446299999995 41.97974800000003, -87.67439399999995 41.97883800000005, -87.67443299999996 41.97792300000003, -87.67440799999997 41.97610300000008, -87.67463499999997 41.97609900000003, -87.67491799999999 41.976094000000046, -87.67640699999998 41.97607500000004, -87.67788499999995 41.97605400000003, -87.67940399999998 41.97603300000003, -87.68184499999995 41.97599700000006, -87.68369099999995 41.975970000000075, -87.68428999999998 41.97596100000004, -87.68673199999995 41.97592700000007, -87.68915099999998 41.975892000000044, -87.68916899999994 41.976346000000035, -87.68922099999997 41.977708000000064, -87.68936499999995 41.98137800000006, -87.68944799999997 41.983168000000035, -87.68954899999994 41.98681200000004, -87.68967299999997 41.990500000000054))"
54,IL,Cook,17031040201,0.395,0.0495,0.5408,0.6115,1.3,21.7,8.4,0.0,"POLYGON ((-87.69895199999996 41.976733000000024, -87.69240899999994 41.976778000000024, -87.69234699999998 41.97586700000005, -87.69160299999999 41.97587200000004, -87.69161299999996 41.976334000000065, -87.68916899999994 41.976346000000035, -87.68915099999998 41.975892000000044, -87.68905299999994 41.97301600000003, -87.68902999999995 41.97225000000003, -87.68898499999995 41.97099900000006, -87.68896499999994 41.97041200000007, -87.68890699999997 41.96861500000006, -87.69134899999995 41.968593000000055, -87.69257199999998 41.96858100000003, -87.69379799999996 41.96857200000005, -87.69624399999998 41.96855300000004, -87.69868899999994 41.96853200000004, -87.69876199999999 41.97072300000008, -87.69883899999996 41.97308600000008, -87.69892299999998 41.97581800000006, -87.69895199999996 41.976733000000024))"
55,IL,Cook,17031040202,0.9396,0.618,0.7539,0.9383,4.1,26.2,16.4,0.0,"POLYGON ((-87.69915699999996 41.98312100000004, -87.69430299999999 41.98314600000003, -87.69308699999993 41.983152000000075, -87.68944799999997 41.983168000000035, -87.68936499999995 41.98137800000006, -87.68922099999997 41.977708000000064, -87.68916899999994 41.976346000000035, -87.69161299999996 41.976334000000065, -87.69160299999999 41.97587200000004, -87.69234699999998 41.97586700000005, -87.69240899999994 41.976778000000024, -87.69895199999996 41.976733000000024, -87.69901099999998 41.978559000000075, -87.69903799999997 41.97947000000005, -87.69906799999995 41.98038400000007, -87.69909799999994 41.981295000000046, -87.69915699999996 41.98312100000004))"
56,IL,Cook,17031040300,0.7052,0.5738,0.6458,0.6945,1.8,11.2,31.6,0.0,"POLYGON ((-87.70581999999996 41.983088000000066, -87.70401199999998 41.98309800000004, -87.69915699999996 41.98312100000004, -87.69909799999994 41.981295000000046, -87.69906799999995 41.98038400000007, -87.69903799999997 41.97947000000005, -87.69901099999998 41.978559000000075, -87.69895199999996 41.976733000000024, -87.69892299999998 41.97581800000006, -87.69883899999996 41.97308600000008, -87.69876199999999 41.97072300000008, -87.69868899999994 41.96853200000004, -87.70109299999996 41.96851400000003, -87.70310999999998 41.97088800000006, -87.70367299999998 41.97212900000005, -87.70410999999996 41.973651000000075, -87.70474799999994 41.975775000000056, -87.70530099999996 41.97763900000007, -87.70698199999998 41.98308000000003, -87.70581999999996 41.983088000000066))"
57,IL,Cook,17031040401,0.1986,0.1176,0.5587,0.1948,3.5,21.9,7.2,0.0,"POLYGON ((-87.68915099999998 41.975892000000044, -87.68673199999995 41.97592700000007, -87.68428999999998 41.97596100000004, -87.68369099999995 41.975970000000075, -87.68427199999996 41.975433000000066, -87.68419299999994 41.97312800000003, -87.68416599999995 41.97232500000007, -87.68297999999999 41.97234100000003, -87.68233599999996 41.970529000000056, -87.68287999999995 41.969175000000064, -87.68286499999994 41.968702000000064, -87.68404099999998 41.96868500000005, -87.68647399999998 41.96864700000003, -87.68857499999996 41.96861800000005, -87.68890699999997 41.96861500000006, -87.68896499999994 41.97041200000007, -87.68898499999995 41.97099900000006, -87.68902999999995 41.97225000000003, -87.68905299999994 41.97301600000003, -87.68915099999998 41.975892000000044))"
58,IL,Cook,17031040402,0.2549,0.0266,0.3693,0.5425,1.2,11.2,4.4,0.0,"POLYGON ((-87.68427199999996 41.975433000000066, -87.68369099999995 41.975970000000075, -87.68184499999995 41.97599700000006, -87.67940399999998 41.97603300000003, -87.67788499999995 41.97605400000003, -87.67640699999998 41.97607500000004, -87.67491799999999 41.976094000000046, -87.67463499999997 41.97609900000003, -87.67440799999997 41.97610300000008, -87.67435699999999 41.97427900000008, -87.67431299999998 41.97336800000005, -87.67417399999994 41.968822000000046, -87.67769699999997 41.96877600000005, -87.67918599999996 41.96875600000004, -87.68040799999994 41.96873900000003, -87.68241899999998 41.96870800000005, -87.68286499999994 41.968702000000064, -87.68287999999995 41.969175000000064, -87.68233599999996 41.970529000000056, -87.68297999999999 41.97234100000003, -87.68416599999995 41.97232500000007, -87.68419299999994 41.97312800000003, -87.68427199999996 41.975433000000066))"
